Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.77777778,87.77777778,91.11111111,87.77777778,86.66666667,87.77777778,85.55555556,88.88888889,86.66666667,90,90,91.11113333,87.77776667,83.33333333,86.66666667,85.5556,82.22226667,
Euro area,EMU,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77777778,40,42.22222222,37.77777778,37.77777778,32.22222222,32.22222222,32.22222222,32.22222222,31.11111111,31.11111111,27.7778,28.8889,28.88886667,27.77776667,27.77776667,31.1111,
Spain,ESP,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7778,,,,,
Ethiopia,ETH,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.66666667,67.77777778,64.44444444,67.77777778,78.88888889,80,80,73.33333333,65.55555556,66.66666667,61.11111111,68.8889,70.00003333,70.00003333,62.22223333,61.1111,47.77776667,
European Union,EUU,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.92337149,52.64367816,53.37037044,53.70370367,54.59259244,54.05017935,55.53763473,56.41577054,56.37992817,55.23569024,55.4040404,56.43098384,55.82492525,55.85858788,53.67003939,53.63636667,52.32323535,
Finland,FIN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33333333,54.44444444,52.22222222,53.33333333,56.66666667,53.33333333,70,70,71.11111111,71.11111111,61.11113333,58.88886667,70,65.55556667,57.7778,56.66666667,
France,FRA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,31.11111111,31.11111111,34.44444444,34.44444444,27.77777778,27.77777778,37.77777778,37.77777778,36.66666667,35.55556667,32.22223333,32.22223333,42.22223333,41.1111,43.33333333,
Gabon,GAB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44444444,47.77777778,40,40,36.66666667,41.11111111,40,43.33333333,36.66666667,42.22222222,42.22222222,39.99996667,36.66663333,36.66663333,36.66663333,43.3333,39.99996667,
United Kingdom,GBR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66666667,85.55555556,85.55555556,85.55555556,88.88888889,88.88888889,95.55555556,95.55555556,94.44444444,92.22222222,82.22222222,88.8889,88.8889,86.6667,87.7778,87.77776667,87.77776667,
Ghana,GHA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.11111111,53.33333333,55.55555556,55.55555556,58.88888889,58.88888889,65.55555556,62.22222222,58.88888889,62.22222222,62.22222222,65.55556667,68.8889,68.8889,77.7778,77.7778,71.11113333,
Gibraltar,GIB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.66666667,62.22222222,57.77777778,61.11111111,55.55555556,54.44444444,57.77777778,58.88888889,57.77777778,52.22222222,52.22222222,53.33333333,55.55556667,52.22223333,55.55556667,58.8889,51.1111,
"Gambia, The",GMB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.33333333,61.11111111,64.44444444,62.22222222,62.22222222,62.22222222,67.77777778,64.44444444,67.77777778,70,66.66666667,65.55556667,64.44443333,63.33333333,68.8889,71.11113333,70.00003333,
Guinea-Bissau,GNB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77777778,33.33333333,41.11111111,34.44444444,31.11111111,33.33333333,45.55555556,48.88888889,51.11111111,50,43.33333333,44.44443333,42.2222,47.77776667,44.44443333,57.77776667,48.8889,
Equatorial Guinea,GNQ,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.44444444,30,30,30,32.22222222,32.22222222,32.22222222,32.22222222,31.11111111,34.44444444,42.22223333,45.55556667,45.55556667,36.66663333,36.66663333,36.66663333,
Greece,GRC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.22222222,56.66666667,50,46.66666667,46.66666667,43.33333333,44.44444444,47.77777778,51.11111111,44.44444444,51.11113333,51.11113333,53.33333333,56.66666667,57.77776667,54.44443333,
Greenland,GRL,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,77.77777778,80,80,83.33333333,85.55555556,85.55555556,85.55555556,82.22222222,76.66666667,68.88888889,72.22223333,71.1111,78.8889,71.11113333,67.7778,73.33333333,
Guam,GUM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,52.22222222,54.44444444,53.33333333,55.55555556,53.33333333,58.88888889,55.55555556,58.88888889,58.88888889,56.6667,57.7778,55.55553333,55.55553333,50,45.55556667,
High income,HIC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.22222222,60,58.88888889,66.66666667,70,73.33333333,75.55555556,75.55555556,68.88888889,62.22222222,73.33333333,76.6667,77.7778,71.11113333,66.6667,56.6667,56.66666667,
Heavily indebted poor countries (HIPC),HPC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61111111,54.62962954,55.58641963,56.29629611,55.55555565,57.00617296,58.82716065,59.10493824,59.01234556,59.9691358,59.53703704,61.04939815,61.04939907,60.70988704,58.91976667,58.88890093,57.09877593,
Croatia,HRV,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.55555556,95.55555556,94.44444444,87.77777778,90,88.88888889,84.44444444,86.66666667,86.66666667,87.77777778,83.33333333,80.00003333,81.11113333,83.33333333,83.33333333,81.11113333,86.66666667,
Haiti,HTI,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77777778,38.88888889,38.88888889,38.88888889,41.11111111,40,42.22222222,42.22222222,38.88888889,41.11111111,47.77777778,47.7778,38.8889,36.66666667,50,46.66666667,53.33333333,
Hungary,HUN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,86.66666667,86.66666667,86.66666667,85.55555556,88.88888889,85.55555556,85.55556667,85.55556667,,,,,
IBRD only,IBD,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.75045556,75.00907111,74.80872508,75.59194902,75.97446257,75.91981772,76.00178515,76.59380694,75.250896,74.89247312,75.09139785,75.41219355,75.9319043,75.4121871,73.38710215,72.84946774,71.79212151,
IDA & IBRD total,IBT,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.39682544,67.26188492,67.22712882,67.83675513,67.80725655,68.05307765,68.7364603,69.02654864,68.16764125,67.49521073,67.98467433,68.75479943,68.78353305,68.45785833,66.83908793,66.59004511,65.22989195,
IDA total,IDA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.60130706,57.99564261,58.33333321,58.73931615,58.22649564,58.82478641,60.21367538,60.14957256,59.72222212,59.00205761,59.82510288,61.11112469,60.57614383,60.47325864,59.32099753,59.40330062,57.69548025,
IDA blend,IDB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.72222167,56.66666667,55.80246889,57.28395074,58.02469111,58.76543222,59.7530863,58.76543148,56.54320926,56.04938272,58.7654321,58.64198148,59.87653704,59.38271481,59.75308889,58.76543333,57.65432593,
Indonesia,IDN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66666667,84.44444444,85.55555556,90,90,86.66666667,86.66666667,83.33333333,83.33333333,80,83.33333333,84.44446667,86.66666667,86.66666667,85.55556667,88.8889,85.55556667,
IDA only,IDX,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.95090434,58.24289395,58.86304899,59.04392752,58.2687338,58.83720938,60.31007775,60.43927651,60.3875969,59.59259259,60.03703704,61.60495333,60.71606519,60.69136741,59.23457926,59.53087407,57.70371111,
Isle of Man,IMN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.88888889,77.77777778,80,78.88888889,80,75.55555556,81.11111111,76.66666667,75.55555556,73.33333333,81.11111111,77.7778,81.11113333,91.11113333,77.7778,75.55556667,76.6667,
Not classified,INX,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.44444444,72.22222222,73.33333333,80,80,81.11111111,71.11111111,68.88888889,70,70,73.33333333,73.33333333,78.8889,75.55556667,80,78.8889,75.55556667,
Iraq,IRQ,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22222222,40,40,45.55555556,51.11111111,41.11111111,41.11111111,46.66666667,50,50,46.66666667,52.22223333,50,52.22223333,37.7778,34.44446667,36.66666667,
Iceland,ISL,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66666667,77.77777778,76.66666667,76.66666667,71.11111111,71.11111111,74.44444444,81.11111111,78.88888889,78.88888889,78.88888889,77.7778,77.77776667,71.1111,62.2222,61.11113333,54.44446667,
Jordan,JOR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.88888889,71.11111111,71.11111111,71.11111111,73.33333333,74.44444444,76.66666667,74.44444444,75.55555556,74.44444444,74.44444444,74.44446667,71.11113333,75.5556,78.88893333,82.22226667,77.77783333,
Japan,JPN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66666667,87.77777778,88.88888889,95.55555556,95.55555556,94.44444444,95.55555556,92.22222222,94.44444444,94.44444444,88.88888889,90,92.22223333,95.55556667,93.33333333,86.66666667,78.8889,
Kenya,KEN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.44444444,58.88888889,58.88888889,62.22222222,64.44444444,62.22222222,62.22222222,61.11111111,57.77777778,52.22222222,54.44444444,54.44443333,55.55553333,57.77776667,52.22223333,57.7778,57.7778,
Kyrgyz Republic,KGZ,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.77777778,91.11111111,90,91.11111111,94.44444444,91.11111111,88.88888889,84.44444444,84.44444444,84.44444444,86.66666667,82.22223333,85.55556667,90,93.33333333,96.66666667,90,
Cambodia,KHM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.44444444,67.77777778,71.11111111,72.22222222,72.22222222,74.44444444,73.33333333,73.33333333,67.77777778,70,76.66666667,76.66666667,66.66666667,63.33333333,60,60,60,
Kiribati,KIR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22222222,36.66666667,36.66666667,35.55555556,33.33333333,36.66666667,37.77777778,37.77777778,35.55555556,35.55555556,34.44443333,39.99996667,39.99996667,39.99996667,39.99996667,42.2222,
St. Kitts and Nevis,KNA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.44444444,60,63.33333333,61.11111111,61.11111111,61.11111111,61.11111111,54.44444444,50,52.22222222,56.66666667,53.33333333,50,46.66666667,44.44446667,39.44446667,
"Korea, Rep.",KOR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.22875843,74.31372569,73.20261471,74.44444451,74.18300627,76.14379059,76.92810471,76.99346392,75.22875824,74.5751634,76.8627451,78.75818235,77.97386471,76.2091549,73.72549216,72.02614902,70.06536275,
Lao PDR,LAO,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.88888889,70,70,68.88888889,67.77777778,67.77777778,70,65.55555556,70,72.22222222,73.33333333,71.11113333,64.44446667,67.7778,71.11113333,67.7778,62.22223333,
Lebanon,LBN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.22222222,48.88888889,48.88888889,48.88888889,54.44444444,54.44444444,56.66666667,63.33333333,66.66666667,66.66666667,62.22222222,65.55553333,63.33333333,66.66663333,51.1111,44.44443333,44.44443333,
Liberia,LBR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66666667,23.33333333,23.33333333,22.22222222,25.55555556,32.22222222,33.33333333,40,43.33333333,47.77777778,46.66666667,51.1111,57.77776667,60.00003333,57.77776667,54.44443333,57.77776667,
Libya,LBY,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88888889,42.22222222,38.88888889,41.11111111,41.11111111,38.88888889,40.55555556,35.55555556,36.66666667,27.77777778,28.88888889,22.2222,22.2222,22.2222,34.44443333,27.77776667,25.55556667,
St. Lucia,LCA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,61.11111111,57.77777778,56.66666667,60,60,63.33333333,63.33333333,66.66666667,61.1111,64.44443333,57.77776667,61.11106667,58.88886667,56.66666667,
Latin America & Caribbean,LCN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
