location,A,B,C,D,time ,value
CAN,LTINT,TOT,PC_PA,M,2007-01,4.121818
CAN,LTINT,TOT,PC_PA,M,2007-02,4.1175
CAN,LTINT,TOT,PC_PA,M,2007-03,4.045909
CAN,LTINT,TOT,PC_PA,M,2007-04,4.1715
CAN,LTINT,TOT,PC_PA,M,2007-05,4.292727
CAN,LTINT,TOT,PC_PA,M,2007-06,4.612857
CAN,LTINT,TOT,PC_PA,M,2007-07,4.59
CAN,LTINT,TOT,PC_PA,M,2007-08,4.428637
CAN,LTINT,TOT,PC_PA,M,2007-09,4.356316
CAN,LTINT,TOT,PC_PA,M,2007-10,4.362727
CAN,LTINT,TOT,PC_PA,M,2007-11,4.121428
CAN,LTINT,TOT,PC_PA,M,2007-12,4.01579
CAN,LTINT,TOT,PC_PA,M,2008-01,3.848182
CAN,LTINT,TOT,PC_PA,M,2008-02,3.828
CAN,LTINT,TOT,PC_PA,M,2008-03,3.509
CAN,LTINT,TOT,PC_PA,M,2008-04,3.628636
CAN,LTINT,TOT,PC_PA,M,2008-05,3.621428
CAN,LTINT,TOT,PC_PA,M,2008-06,3.76
CAN,LTINT,TOT,PC_PA,M,2008-07,3.750454
CAN,LTINT,TOT,PC_PA,M,2008-08,3.5915
CAN,LTINT,TOT,PC_PA,M,2008-09,3.540952
CAN,LTINT,TOT,PC_PA,M,2008-10,3.668182
CAN,LTINT,TOT,PC_PA,M,2008-11,3.571579
CAN,LTINT,TOT,PC_PA,M,2008-12,2.945714
CAN,LTINT,TOT,PC_PA,M,2009-01,2.812381
CAN,LTINT,TOT,PC_PA,M,2009-02,2.960526
CAN,LTINT,TOT,PC_PA,M,2009-03,2.885909
CAN,LTINT,TOT,PC_PA,M,2009-04,2.954286
CAN,LTINT,TOT,PC_PA,M,2009-05,3.202
CAN,LTINT,TOT,PC_PA,M,2009-06,3.459091
CAN,LTINT,TOT,PC_PA,M,2009-07,3.429091
CAN,LTINT,TOT,PC_PA,M,2009-08,3.4645
CAN,LTINT,TOT,PC_PA,M,2009-09,3.365714
CAN,LTINT,TOT,PC_PA,M,2009-10,3.425238
CAN,LTINT,TOT,PC_PA,M,2009-11,3.3925
CAN,LTINT,TOT,PC_PA,M,2009-12,3.41619
CAN,LTINT,TOT,PC_PA,M,2010-01,3.485
CAN,LTINT,TOT,PC_PA,M,2010-02,3.423684
CAN,LTINT,TOT,PC_PA,M,2010-03,3.490435
CAN,LTINT,TOT,PC_PA,M,2010-04,3.67
CAN,LTINT,TOT,PC_PA,M,2010-05,3.4455
CAN,LTINT,TOT,PC_PA,M,2010-06,3.297727
CAN,LTINT,TOT,PC_PA,M,2010-07,3.185238
CAN,LTINT,TOT,PC_PA,M,2010-08,2.949524
CAN,LTINT,TOT,PC_PA,M,2010-09,2.881428
CAN,LTINT,TOT,PC_PA,M,2010-10,2.766
CAN,LTINT,TOT,PC_PA,M,2010-11,3.022381
CAN,LTINT,TOT,PC_PA,M,2010-12,3.204762
CAN,LTINT,TOT,PC_PA,M,2011-01,3.253
CAN,LTINT,TOT,PC_PA,M,2011-02,3.417368
CAN,LTINT,TOT,PC_PA,M,2011-03,3.266522
CAN,LTINT,TOT,PC_PA,M,2011-04,3.328
CAN,LTINT,TOT,PC_PA,M,2011-05,3.151905
CAN,LTINT,TOT,PC_PA,M,2011-06,2.987727
CAN,LTINT,TOT,PC_PA,M,2011-07,2.9385
CAN,LTINT,TOT,PC_PA,M,2011-08,2.446364
CAN,LTINT,TOT,PC_PA,M,2011-09,2.196667
CAN,LTINT,TOT,PC_PA,M,2011-10,2.296
CAN,LTINT,TOT,PC_PA,M,2011-11,2.122381
CAN,LTINT,TOT,PC_PA,M,2011-12,1.992
CAN,LTINT,TOT,PC_PA,M,2012-01,1.98
CAN,LTINT,TOT,PC_PA,M,2012-02,2.021
CAN,LTINT,TOT,PC_PA,M,2012-03,2.106818
CAN,LTINT,TOT,PC_PA,M,2012-04,2.0645
CAN,LTINT,TOT,PC_PA,M,2012-05,1.922273
CAN,LTINT,TOT,PC_PA,M,2012-06,1.747619
CAN,LTINT,TOT,PC_PA,M,2012-07,1.656191
CAN,LTINT,TOT,PC_PA,M,2012-08,1.826818
CAN,LTINT,TOT,PC_PA,M,2012-09,1.837895
CAN,LTINT,TOT,PC_PA,M,2012-10,1.811818
CAN,LTINT,TOT,PC_PA,M,2012-11,1.738095
CAN,LTINT,TOT,PC_PA,M,2012-12,1.767895
CAN,LTINT,TOT,PC_PA,M,2013-01,1.931364
CAN,LTINT,TOT,PC_PA,M,2013-02,1.967895
CAN,LTINT,TOT,PC_PA,M,2013-03,1.8515
CAN,LTINT,TOT,PC_PA,M,2013-04,1.748636
CAN,LTINT,TOT,PC_PA,M,2013-05,1.901818
CAN,LTINT,TOT,PC_PA,M,2013-06,2.2445
CAN,LTINT,TOT,PC_PA,M,2013-07,2.438182
CAN,LTINT,TOT,PC_PA,M,2013-08,2.611428
CAN,LTINT,TOT,PC_PA,M,2013-09,2.698
CAN,LTINT,TOT,PC_PA,M,2013-10,2.518182
CAN,LTINT,TOT,PC_PA,M,2013-11,2.5585
CAN,LTINT,TOT,PC_PA,M,2013-12,2.6735
CAN,LTINT,TOT,PC_PA,M,2014-01,2.534091
CAN,LTINT,TOT,PC_PA,M,2014-02,2.42
CAN,LTINT,TOT,PC_PA,M,2014-03,2.454286
CAN,LTINT,TOT,PC_PA,M,2014-04,2.444762
CAN,LTINT,TOT,PC_PA,M,2014-05,2.315238
CAN,LTINT,TOT,PC_PA,M,2014-06,2.298571
CAN,LTINT,TOT,PC_PA,M,2014-07,2.194546
CAN,LTINT,TOT,PC_PA,M,2014-08,2.062
CAN,LTINT,TOT,PC_PA,M,2014-09,2.180952
CAN,LTINT,TOT,PC_PA,M,2014-10,2.010455
CAN,LTINT,TOT,PC_PA,M,2014-11,2.003158
CAN,LTINT,TOT,PC_PA,M,2014-12,1.851905
CAN,LTINT,TOT,PC_PA,M,2015-01,1.525714
CAN,LTINT,TOT,PC_PA,M,2015-02,1.379474
CAN,LTINT,TOT,PC_PA,M,2015-03,1.421364
CAN,LTINT,TOT,PC_PA,M,2015-04,1.410952
CAN,LTINT,TOT,PC_PA,M,2015-05,1.744
CAN,LTINT,TOT,PC_PA,M,2015-06,1.78
CAN,LTINT,TOT,PC_PA,M,2015-07,1.569546
CAN,LTINT,TOT,PC_PA,M,2015-08,1.3915
CAN,LTINT,TOT,PC_PA,M,2015-09,1.481429
CAN,LTINT,TOT,PC_PA,M,2015-10,1.463333
CAN,LTINT,TOT,PC_PA,M,2015-11,1.6335
CAN,LTINT,TOT,PC_PA,M,2015-12,1.459524
CAN,LTINT,TOT,PC_PA,M,2016-01,1.258
CAN,LTINT,TOT,PC_PA,M,2016-02,1.1245
CAN,LTINT,TOT,PC_PA,M,2016-03,1.268182
CAN,LTINT,TOT,PC_PA,M,2016-04,1.33619
CAN,LTINT,TOT,PC_PA,M,2016-05,1.35
CAN,LTINT,TOT,PC_PA,M,2016-06,1.168182
CAN,LTINT,TOT,PC_PA,M,2016-07,1.051
CAN,LTINT,TOT,PC_PA,M,2016-08,1.042727
CAN,LTINT,TOT,PC_PA,M,2016-09,1.08619
CAN,LTINT,TOT,PC_PA,M,2016-10,1.1665
CAN,LTINT,TOT,PC_PA,M,2016-11,1.437619
CAN,LTINT,TOT,PC_PA,M,2016-12,1.732
CAN,LTINT,TOT,PC_PA,M,2017-01,1.722381
CAN,LTINT,TOT,PC_PA,M,2017-02,1.702105
CAN,LTINT,TOT,PC_PA,M,2017-03,1.714348
CAN,LTINT,TOT,PC_PA,M,2017-04,1.523158
CAN,LTINT,TOT,PC_PA,M,2017-05,1.513182
CAN,LTINT,TOT,PC_PA,M,2017-06,1.502727
CAN,LTINT,TOT,PC_PA,M,2017-07,1.908
CAN,LTINT,TOT,PC_PA,M,2017-08,1.883636
CAN,LTINT,TOT,PC_PA,M,2017-09,2.0495
CAN,LTINT,TOT,PC_PA,M,2017-10,2.050952
CAN,LTINT,TOT,PC_PA,M,2017-11,1.918571
CAN,LTINT,TOT,PC_PA,M,2017-12,1.915263
CAN,LTINT,TOT,PC_PA,M,2018-01,2.198182
CAN,LTINT,TOT,PC_PA,M,2018-02,2.324211
CAN,LTINT,TOT,PC_PA,M,2018-03,2.188571
CAN,LTINT,TOT,PC_PA,M,2018-04,2.249048
CAN,LTINT,TOT,PC_PA,M,2018-05,2.375454
CAN,LTINT,TOT,PC_PA,M,2018-06,2.209048
CAN,LTINT,TOT,PC_PA,M,2018-07,2.187143
CAN,LTINT,TOT,PC_PA,M,2018-08,2.295455
CAN,LTINT,TOT,PC_PA,M,2018-09,2.353684
CAN,LTINT,TOT,PC_PA,M,2018-10,2.488636
CAN,LTINT,TOT,PC_PA,M,2018-11,2.407619
CAN,LTINT,TOT,PC_PA,M,2018-12,2.057895
CAN,LTINT,TOT,PC_PA,M,2019-01,1.953636
CAN,LTINT,TOT,PC_PA,M,2019-02,1.907368
CAN,LTINT,TOT,PC_PA,M,2019-03,1.712381
CAN,LTINT,TOT,PC_PA,M,2019-04,1.724286
CAN,LTINT,TOT,PC_PA,M,2019-05,1.664545
CAN,LTINT,TOT,PC_PA,M,2019-06,1.4625
CAN,LTINT,TOT,PC_PA,M,2019-07,1.519091
CAN,LTINT,TOT,PC_PA,M,2019-08,1.205238
CAN,LTINT,TOT,PC_PA,M,2019-09,1.364
CAN,LTINT,TOT,PC_PA,M,2019-10,1.449546
CAN,LTINT,TOT,PC_PA,M,2019-11,1.4995
CAN,LTINT,TOT,PC_PA,M,2019-12,1.6045
CAN,LTINT,TOT,PC_PA,M,2020-01,1.492273
CAN,LTINT,TOT,PC_PA,M,2020-02,1.294737
CAN,LTINT,TOT,PC_PA,M,2020-03,0.8190909
CAN,LTINT,TOT,PC_PA,M,2020-04,0.6571429
CAN,LTINT,TOT,PC_PA,M,2020-05,0.551
CAN,LTINT,TOT,PC_PA,M,2020-06,0.5613636
CAN,LTINT,TOT,PC_PA,M,2020-07,0.5163636
CAN,LTINT,TOT,PC_PA,M,2020-08,0.5635
CAN,LTINT,TOT,PC_PA,M,2020-09,0.5595238
CAN,LTINT,TOT,PC_PA,M,2020-10,0.6028572
CAN,LTINT,TOT,PC_PA,M,2020-11,0.6885
CAN,LTINT,TOT,PC_PA,M,2020-12,0.7309524
CAN,LTINT,TOT,PC_PA,M,2021-01,0.8055
CAN,LTINT,TOT,PC_PA,M,2021-02,1.099474
CAN,LTINT,TOT,PC_PA,M,2021-03,1.496522
CAN,LTINT,TOT,PC_PA,M,2021-04,1.516191
CAN,LTINT,TOT,PC_PA,M,2021-05,1.524
CAN,LTINT,TOT,PC_PA,M,2021-06,1.425
CAN,LTINT,TOT,PC_PA,M,2021-07,1.251429
CAN,LTINT,TOT,PC_PA,M,2021-08,1.191905
CAN,LTINT,TOT,PC_PA,M,2021-09,1.263
CAN,LTINT,TOT,PC_PA,M,2021-10,1.597
CAN,LTINT,TOT,PC_PA,M,2021-11,1.685714
CAN,LTINT,TOT,PC_PA,M,2021-12,1.45
CAN,LTINT,TOT,PC_PA,M,2022-01,1.759
CAN,LTINT,TOT,PC_PA,M,2022-02,1.879474
CAN,LTINT,TOT,PC_PA,M,2022-03,2.132174
CAN,LTINT,TOT,PC_PA,M,2022-04,2.704
CAN,LTINT,TOT,PC_PA,M,2022-05,2.918571
CAN,LTINT,TOT,PC_PA,M,2022-06,3.315454
CAN,LTINT,TOT,PC_PA,M,2022-07,3.0215
CAN,LTINT,TOT,PC_PA,M,2022-08,2.859091
CAN,LTINT,TOT,PC_PA,M,2022-09,3.144737
FRA,LTINT,TOT,PC_PA,M,2007-01,4.0694
FRA,LTINT,TOT,PC_PA,M,2007-02,4.096
FRA,LTINT,TOT,PC_PA,M,2007-03,3.9968
FRA,LTINT,TOT,PC_PA,M,2007-04,4.2079
FRA,LTINT,TOT,PC_PA,M,2007-05,4.3368
FRA,LTINT,TOT,PC_PA,M,2007-06,4.619
FRA,LTINT,TOT,PC_PA,M,2007-07,4.5829
FRA,LTINT,TOT,PC_PA,M,2007-08,4.3889
FRA,LTINT,TOT,PC_PA,M,2007-09,4.3567
FRA,LTINT,TOT,PC_PA,M,2007-10,4.4022
FRA,LTINT,TOT,PC_PA,M,2007-11,4.2277
FRA,LTINT,TOT,PC_PA,M,2007-12,4.3541
FRA,LTINT,TOT,PC_PA,M,2008-01,4.15
FRA,LTINT,TOT,PC_PA,M,2008-02,4.0792
FRA,LTINT,TOT,PC_PA,M,2008-03,4.0194
FRA,LTINT,TOT,PC_PA,M,2008-04,4.2699
FRA,LTINT,TOT,PC_PA,M,2008-05,4.4059
FRA,LTINT,TOT,PC_PA,M,2008-06,4.7337
FRA,LTINT,TOT,PC_PA,M,2008-07,4.6903
FRA,LTINT,TOT,PC_PA,M,2008-08,4.4018
FRA,LTINT,TOT,PC_PA,M,2008-09,4.3619
FRA,LTINT,TOT,PC_PA,M,2008-10,4.1836
FRA,LTINT,TOT,PC_PA,M,2008-11,3.9767
FRA,LTINT,TOT,PC_PA,M,2008-12,3.5395
FRA,LTINT,TOT,PC_PA,M,2009-01,3.6016
FRA,LTINT,TOT,PC_PA,M,2009-02,3.6781
FRA,LTINT,TOT,PC_PA,M,2009-03,3.6474
FRA,LTINT,TOT,PC_PA,M,2009-04,3.6591
FRA,LTINT,TOT,PC_PA,M,2009-05,3.8045
FRA,LTINT,TOT,PC_PA,M,2009-06,3.8997
FRA,LTINT,TOT,PC_PA,M,2009-07,3.7329
FRA,LTINT,TOT,PC_PA,M,2009-08,3.5874
FRA,LTINT,TOT,PC_PA,M,2009-09,3.5869
FRA,LTINT,TOT,PC_PA,M,2009-10,3.5579
FRA,LTINT,TOT,PC_PA,M,2009-11,3.5552
FRA,LTINT,TOT,PC_PA,M,2009-12,3.4751
FRA,LTINT,TOT,PC_PA,M,2010-01,3.5157
FRA,LTINT,TOT,PC_PA,M,2010-02,3.4981
FRA,LTINT,TOT,PC_PA,M,2010-03,3.4374
FRA,LTINT,TOT,PC_PA,M,2010-04,3.4016
FRA,LTINT,TOT,PC_PA,M,2010-05,3.0757
FRA,LTINT,TOT,PC_PA,M,2010-06,3.0732
FRA,LTINT,TOT,PC_PA,M,2010-07,2.988
FRA,LTINT,TOT,PC_PA,M,2010-08,2.6785
FRA,LTINT,TOT,PC_PA,M,2010-09,2.6783
FRA,LTINT,TOT,PC_PA,M,2010-10,2.7187
FRA,LTINT,TOT,PC_PA,M,2010-11,2.9974
FRA,LTINT,TOT,PC_PA,M,2010-12,3.3416
FRA,LTINT,TOT,PC_PA,M,2011-01,3.4429
FRA,LTINT,TOT,PC_PA,M,2011-02,3.6033
FRA,LTINT,TOT,PC_PA,M,2011-03,3.6096
FRA,LTINT,TOT,PC_PA,M,2011-04,3.69
FRA,LTINT,TOT,PC_PA,M,2011-05,3.4892
FRA,LTINT,TOT,PC_PA,M,2011-06,3.4305
FRA,LTINT,TOT,PC_PA,M,2011-07,3.3994
FRA,LTINT,TOT,PC_PA,M,2011-08,2.9845
FRA,LTINT,TOT,PC_PA,M,2011-09,2.6444
FRA,LTINT,TOT,PC_PA,M,2011-10,2.9925
FRA,LTINT,TOT,PC_PA,M,2011-11,3.4075
FRA,LTINT,TOT,PC_PA,M,2011-12,3.1589
FRA,LTINT,TOT,PC_PA,M,2012-01,3.1797
FRA,LTINT,TOT,PC_PA,M,2012-02,3.0158
FRA,LTINT,TOT,PC_PA,M,2012-03,2.9542
FRA,LTINT,TOT,PC_PA,M,2012-04,2.9935
FRA,LTINT,TOT,PC_PA,M,2012-05,2.7518
FRA,LTINT,TOT,PC_PA,M,2012-06,2.5694
FRA,LTINT,TOT,PC_PA,M,2012-07,2.2752
FRA,LTINT,TOT,PC_PA,M,2012-08,2.1194
FRA,LTINT,TOT,PC_PA,M,2012-09,2.2372
FRA,LTINT,TOT,PC_PA,M,2012-10,2.1857
FRA,LTINT,TOT,PC_PA,M,2012-11,2.1397
FRA,LTINT,TOT,PC_PA,M,2012-12,2.0103
FRA,LTINT,TOT,PC_PA,M,2013-01,2.1652
FRA,LTINT,TOT,PC_PA,M,2013-02,2.2446
FRA,LTINT,TOT,PC_PA,M,2013-03,2.071
FRA,LTINT,TOT,PC_PA,M,2013-04,1.8028
FRA,LTINT,TOT,PC_PA,M,2013-05,1.8728
FRA,LTINT,TOT,PC_PA,M,2013-06,2.2107
FRA,LTINT,TOT,PC_PA,M,2013-07,2.2468
FRA,LTINT,TOT,PC_PA,M,2013-08,2.3624
FRA,LTINT,TOT,PC_PA,M,2013-09,2.4858
FRA,LTINT,TOT,PC_PA,M,2013-10,2.3943
FRA,LTINT,TOT,PC_PA,M,2013-11,2.265
FRA,LTINT,TOT,PC_PA,M,2013-12,2.3308
FRA,LTINT,TOT,PC_PA,M,2014-01,2.3841
FRA,LTINT,TOT,PC_PA,M,2014-02,2.2527
FRA,LTINT,TOT,PC_PA,M,2014-03,2.1519
FRA,LTINT,TOT,PC_PA,M,2014-04,2.0257
FRA,LTINT,TOT,PC_PA,M,2014-05,1.8384
FRA,LTINT,TOT,PC_PA,M,2014-06,1.7119
FRA,LTINT,TOT,PC_PA,M,2014-07,1.559
FRA,LTINT,TOT,PC_PA,M,2014-08,1.4064
FRA,LTINT,TOT,PC_PA,M,2014-09,1.3508
FRA,LTINT,TOT,PC_PA,M,2014-10,1.2598
FRA,LTINT,TOT,PC_PA,M,2014-11,1.1358
FRA,LTINT,TOT,PC_PA,M,2014-12,0.9208
FRA,LTINT,TOT,PC_PA,M,2015-01,0.6741
FRA,LTINT,TOT,PC_PA,M,2015-02,0.5968
FRA,LTINT,TOT,PC_PA,M,2015-03,0.5093
FRA,LTINT,TOT,PC_PA,M,2015-04,0.435
FRA,LTINT,TOT,PC_PA,M,2015-05,0.8888
FRA,LTINT,TOT,PC_PA,M,2015-06,1.1955
FRA,LTINT,TOT,PC_PA,M,2015-07,1.1136
FRA,LTINT,TOT,PC_PA,M,2015-08,1.0051
FRA,LTINT,TOT,PC_PA,M,2015-09,1.0046
FRA,LTINT,TOT,PC_PA,M,2015-10,0.8652
FRA,LTINT,TOT,PC_PA,M,2015-11,0.8831
FRA,LTINT,TOT,PC_PA,M,2015-12,0.9312
FRA,LTINT,TOT,PC_PA,M,2016-01,0.8428
FRA,LTINT,TOT,PC_PA,M,2016-02,0.5923
FRA,LTINT,TOT,PC_PA,M,2016-03,0.5093
FRA,LTINT,TOT,PC_PA,M,2016-04,0.5142
FRA,LTINT,TOT,PC_PA,M,2016-05,0.5095
FRA,LTINT,TOT,PC_PA,M,2016-06,0.39
FRA,LTINT,TOT,PC_PA,M,2016-07,0.1714
